,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,label
4279,0.48,0.5,0.5,0.49,0.52,0.8,0.11,1.0,0.86,0.91,0.86,0.86,0.87,0.88,0.87,0.86,0.93,0.89,0.98,0
4280,0.53,0.5,0.5,0.49,0.52,1.0,0.07,0.88,0.92,0.95,0.9,0.9,0.91,0.92,0.91,0.9,0.95,0.94,0.97,0
4281,0.54,0.5,0.5,0.49,0.54,1.0,0.06,1.0,0.96,0.96,0.91,0.92,0.92,0.94,0.92,0.91,0.96,0.95,0.95,0
4282,0.53,0.5,0.5,0.49,0.52,1.0,0.03,0.99,0.9,1.0,0.93,0.94,0.94,0.96,0.94,0.93,0.98,0.98,0.96,0
4283,0.54,0.5,0.5,0.53,0.52,1.0,0.05,1.0,0.91,0.97,0.91,0.92,0.92,0.95,0.92,0.91,0.97,0.96,0.98,0
4284,0.49,0.5,0.5,0.53,0.52,1.0,0.08,0.76,0.98,0.94,0.88,0.89,0.89,0.92,0.89,0.88,0.93,0.93,0.92,0
4285,0.5,0.5,0.5,0.49,0.52,1.0,0.11,0.79,0.87,0.91,0.86,0.87,0.87,0.89,0.87,0.86,0.9,0.9,0.88,0
4286,0.49,0.5,0.5,0.53,0.52,0.8,0.1,0.73,0.92,0.9,0.86,0.86,0.87,0.87,0.87,0.86,0.89,0.9,0.87,0
4287,0.49,0.5,0.5,0.49,0.52,0.8,0.05,1.0,0.85,0.96,0.91,0.91,0.92,0.92,0.92,0.91,0.95,0.96,0.9,0
4288,0.51,0.5,0.5,0.53,0.52,1.0,0.0,1.0,0.96,1.0,0.97,0.98,0.98,0.99,0.98,0.97,1.0,1.0,0.95,0
4289,0.5,0.5,0.5,0.76,0.52,1.0,0.0,0.83,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.94,0
4290,0.52,0.5,0.5,0.53,0.52,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0
4291,0.52,0.5,0.5,0.49,0.52,1.0,0.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0
4292,0.55,0.5,0.5,0.49,0.51,1.0,0.0,1.0,1.0,1.0,0.97,0.98,0.98,1.0,0.98,0.97,1.0,1.0,0.95,0
4293,0.51,0.5,0.5,0.49,0.52,1.0,0.0,0.75,1.0,1.0,0.95,0.97,0.96,1.0,0.96,0.95,0.99,1.0,0.91,0
4294,0.49,0.5,0.5,0.49,0.52,1.0,0.0,1.0,0.95,1.0,0.95,0.96,0.96,1.0,0.96,0.95,0.99,1.0,0.91,0
4295,0.5,0.5,0.5,0.49,0.52,1.0,0.02,0.88,0.98,1.0,0.94,0.95,0.95,0.98,0.95,0.94,0.96,0.99,0.88,0
4296,0.5,0.5,0.5,0.49,0.52,1.0,0.03,0.75,0.9,0.99,0.93,0.94,0.94,0.97,0.94,0.93,0.95,0.98,0.86,0
4297,0.49,0.5,0.5,0.49,0.52,1.0,0.04,0.93,0.94,0.99,0.92,0.93,0.93,0.96,0.93,0.92,0.95,0.97,0.86,0
4298,0.51,0.5,0.5,0.49,0.52,1.0,0.04,0.77,0.92,0.99,0.92,0.93,0.93,0.96,0.93,0.92,0.94,0.97,0.85,0
4299,0.51,0.5,0.5,0.49,0.52,1.0,0.04,0.8,1.0,0.98,0.92,0.93,0.93,0.94,0.93,0.92,0.95,0.97,0.87,0
4300,0.49,0.5,0.5,0.49,0.52,1.0,0.07,0.79,1.0,0.95,0.9,0.9,0.91,0.92,0.91,0.9,0.93,0.94,0.87,0
4301,0.47,0.5,0.5,0.49,0.51,0.8,0.12,0.72,0.89,0.89,0.85,0.86,0.86,0.87,0.86,0.85,0.87,0.89,0.81,0
4302,0.48,0.5,0.5,0.49,0.52,0.8,0.14,0.82,0.85,0.87,0.84,0.84,0.85,0.84,0.85,0.84,0.85,0.87,0.78,0
4303,0.5,0.5,0.5,0.49,0.52,0.8,0.17,0.7,0.84,0.84,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.84,0.76,0
4304,0.54,0.5,0.5,0.49,0.49,0.8,0.2,0.68,0.74,0.81,0.79,0.79,0.8,0.79,0.8,0.79,0.79,0.81,0.73,0
4305,0.51,0.5,0.5,0.49,0.51,0.8,0.22,0.79,0.77,0.8,0.77,0.77,0.78,0.77,0.78,0.78,0.78,0.79,0.72,0
4306,0.48,0.5,0.5,0.49,0.53,0.56,0.25,0.78,0.77,0.77,0.75,0.75,0.76,0.75,0.76,0.75,0.75,0.76,0.7,0
4307,0.48,0.5,0.5,0.49,0.5,0.56,0.27,0.57,0.72,0.74,0.73,0.73,0.74,0.73,0.74,0.73,0.73,0.74,0.69,0
4308,0.5,0.5,0.5,0.53,0.49,0.56,0.29,0.73,0.68,0.71,0.71,0.71,0.71,0.7,0.71,0.71,0.71,0.72,0.66,0
4309,0.51,0.5,0.5,0.53,0.52,0.56,0.31,0.61,0.71,0.69,0.69,0.68,0.69,0.67,0.69,0.69,0.68,0.69,0.64,0
4310,0.51,0.5,0.5,0.49,0.52,0.56,0.34,0.69,0.65,0.67,0.66,0.65,0.66,0.65,0.66,0.66,0.66,0.66,0.63,0
4311,0.53,0.5,0.5,0.49,0.49,0.56,0.37,0.63,0.62,0.64,0.64,0.63,0.64,0.63,0.64,0.64,0.64,0.64,0.6,0
4312,0.5,0.5,0.5,0.49,0.52,0.56,0.39,0.52,0.66,0.62,0.61,0.61,0.62,0.6,0.62,0.62,0.61,0.61,0.58,0
4313,0.49,0.5,0.5,0.53,0.52,0.56,0.41,0.63,0.64,0.59,0.6,0.59,0.6,0.58,0.6,0.6,0.6,0.6,0.57,0
4314,0.49,0.5,0.5,0.49,0.52,0.32,0.43,0.5,0.66,0.59,0.57,0.57,0.58,0.56,0.58,0.57,0.57,0.57,0.55,0
4315,0.51,0.5,0.5,0.49,0.52,0.32,0.45,0.49,0.55,0.55,0.56,0.55,0.56,0.54,0.56,0.56,0.55,0.55,0.54,0
4316,0.49,0.5,0.5,0.49,0.49,0.32,0.47,0.6,0.51,0.54,0.53,0.53,0.54,0.51,0.54,0.53,0.54,0.53,0.52,0
4317,0.49,0.5,0.5,0.49,0.51,0.32,0.49,0.57,0.48,0.52,0.52,0.51,0.52,0.5,0.52,0.52,0.52,0.51,0.51,0
4318,0.49,0.5,0.5,0.49,0.52,0.32,0.5,0.51,0.58,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0
4319,0.51,0.5,0.5,0.53,0.53,0.32,0.52,0.49,0.44,0.48,0.48,0.48,0.48,0.46,0.48,0.48,0.49,0.48,0.48,0
4320,0.47,0.5,0.5,0.49,0.48,0.32,0.59,0.37,0.41,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.41,0.41,0.43,0
4321,0.53,0.5,0.5,0.49,0.5,0.32,0.6,0.39,0.41,0.4,0.4,0.4,0.4,0.39,0.4,0.4,0.41,0.4,0.42,0
4322,0.53,0.5,0.5,0.49,0.51,0.32,0.62,0.27,0.4,0.38,0.39,0.38,0.39,0.38,0.39,0.39,0.38,0.38,0.4,0
4323,0.52,0.5,0.5,0.49,0.5,0.32,0.64,0.36,0.38,0.37,0.37,0.37,0.37,0.36,0.37,0.37,0.36,0.37,0.38,0
4324,0.52,0.5,0.5,0.49,0.5,0.32,0.65,0.5,0.34,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0
4325,0.52,0.5,0.5,0.49,0.48,0.32,0.66,0.64,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0
4326,0.53,0.5,0.5,0.49,0.5,0.32,0.67,0.29,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.33,0.34,0
4327,0.53,0.5,0.5,0.49,0.5,0.32,0.68,0.34,0.28,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0
4328,0.5,0.5,0.5,0.49,0.48,0.32,0.69,0.3,0.34,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0
4329,0.49,0.5,0.5,0.49,0.49,0.32,0.7,0.32,0.28,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.31,0
4330,0.48,0.5,0.5,0.49,0.49,0.32,0.71,0.28,0.27,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.3,0.29,0
4331,0.48,0.5,0.5,0.49,0.49,0.32,0.72,0.35,0.27,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.28,0
4332,0.49,0.5,0.5,0.49,0.48,0.32,0.72,0.23,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0
4333,0.49,0.5,0.5,0.49,0.49,0.32,0.73,0.29,0.28,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0
4334,0.48,0.5,0.5,0.49,0.49,0.32,0.73,0.2,0.3,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0
4335,0.48,0.5,0.5,0.49,0.48,0.32,0.74,0.31,0.24,0.25,0.25,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.25,0
4336,0.48,0.5,0.5,0.49,0.48,0.32,0.75,0.33,0.28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.26,0.24,0
4337,0.48,0.5,0.5,0.49,0.48,0.32,0.75,0.21,0.28,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.25,0.23,0
4338,0.47,0.5,0.5,0.62,0.48,0.32,0.76,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.23,0
4339,0.49,0.5,0.5,0.49,0.47,0.32,0.76,0.27,0.25,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.24,0.22,0
4340,0.48,0.5,0.5,0.49,0.46,0.32,0.77,0.31,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.22,0
4341,0.48,0.5,0.5,0.49,0.46,0.32,0.77,0.24,0.2,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.22,0
4342,0.48,0.5,0.5,0.49,0.45,0.32,0.77,0.31,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.21,0
4343,0.48,0.5,0.5,0.49,0.46,0.32,0.78,0.35,0.2,0.22,0.21,0.22,0.22,0.22,0.22,0.21,0.23,0.23,0.2,0
4344,0.48,0.5,0.5,0.49,0.46,0.32,0.78,0.28,0.22,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.22,0.2,0
4345,0.48,0.5,0.5,0.49,0.44,0.32,0.78,0.2,0.22,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.22,0.2,0
4346,0.48,0.5,0.5,0.49,0.45,0.32,0.78,0.21,0.18,0.2,0.2,0.21,0.21,0.22,0.21,0.2,0.21,0.22,0.19,0
4347,0.47,0.5,0.5,0.49,0.45,0.32,0.79,0.21,0.18,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.22,0.19,0
4348,0.47,0.5,0.5,0.49,0.45,0.32,0.79,0.33,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.18,0
4349,0.47,0.5,0.5,0.49,0.45,0.32,0.79,0.28,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.18,0
4350,0.48,0.5,0.5,0.49,0.46,0.32,0.79,0.25,0.2,0.2,0.19,0.2,0.19,0.21,0.19,0.19,0.2,0.21,0.18,0
4351,0.48,0.5,0.92,0.49,0.45,0.32,0.8,0.3,0.2,0.2,0.19,0.19,0.19,0.21,0.19,0.19,0.2,0.21,0.18,0
4352,0.48,0.5,1.0,0.49,0.86,0.32,0.72,0.25,0.24,0.22,0.19,0.19,0.19,0.2,0.19,0.19,0.25,0.21,0.24,0
4353,0.48,0.5,1.0,0.49,0.86,0.32,0.73,0.22,0.26,0.21,0.19,0.19,0.19,0.2,0.19,0.19,0.24,0.21,0.24,0
4354,0.48,0.5,0.5,0.49,0.44,0.32,0.8,0.22,0.2,0.2,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.2,0.17,0
4355,0.47,0.5,0.5,0.49,0.45,0.32,0.8,0.17,0.18,0.2,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.2,0.17,0
4356,0.48,0.5,0.5,0.49,0.46,0.32,0.8,0.19,0.2,0.2,0.18,0.19,0.18,0.2,0.18,0.18,0.19,0.2,0.17,0
4357,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.21,0.24,0.2,0.18,0.18,0.18,0.2,0.18,0.18,0.19,0.2,0.17,0
4358,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.33,0.21,0.2,0.18,0.18,0.18,0.2,0.18,0.18,0.19,0.2,0.17,0
4359,0.48,0.5,0.5,0.49,0.46,0.32,0.81,0.27,0.2,0.2,0.18,0.18,0.18,0.2,0.18,0.18,0.19,0.2,0.18,0
4360,0.47,0.5,0.5,0.49,0.46,0.32,0.81,0.23,0.19,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.2,0.16,0
4361,0.47,0.5,0.5,0.49,0.45,0.32,0.81,0.2,0.18,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.16,0
4362,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.23,0.2,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.19,0.19,0.16,0
4363,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.38,0.16,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.19,0.19,0.16,0
4364,0.48,0.5,0.5,0.49,0.46,0.32,0.81,0.3,0.17,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.16,0
4365,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.29,0.16,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.19,0.19,0.16,0
4366,0.47,0.5,0.5,0.49,0.45,0.32,0.81,0.29,0.19,0.2,0.17,0.18,0.17,0.19,0.17,0.17,0.18,0.19,0.16,0
4367,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.2,0.18,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.17,0
4368,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.22,0.19,0.2,0.17,0.18,0.17,0.19,0.17,0.17,0.18,0.19,0.16,0
4369,0.48,0.5,0.5,0.49,0.44,0.32,0.81,0.31,0.17,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.19,0.19,0.16,0
4370,0.47,0.5,0.5,0.49,0.45,0.32,0.81,0.31,0.16,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.19,0.19,0.16,0
4371,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.18,0.18,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.19,0.2,0.17,0
4372,0.48,0.5,0.5,0.62,0.45,0.32,0.81,0.22,0.17,0.2,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.16,0
4373,0.47,0.5,0.5,0.49,0.45,0.32,0.81,0.25,0.17,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.2,0.17,0
4374,0.47,0.5,0.5,0.56,0.45,0.32,0.81,0.23,0.18,0.2,0.18,0.18,0.18,0.2,0.18,0.18,0.19,0.2,0.17,0
4375,0.48,0.5,0.5,0.49,0.45,0.32,0.8,0.23,0.17,0.2,0.18,0.19,0.18,0.2,0.18,0.18,0.19,0.2,0.17,0
4376,0.48,0.5,0.5,0.49,0.46,0.32,0.8,0.2,0.19,0.2,0.18,0.19,0.18,0.2,0.18,0.18,0.18,0.2,0.17,0
4377,0.47,0.5,1.0,0.49,0.47,0.32,0.8,0.25,0.2,0.2,0.18,0.19,0.19,0.2,0.18,0.18,0.19,0.2,0.18,0
4378,0.47,0.5,0.5,0.49,0.46,0.32,0.8,0.23,0.22,0.2,0.18,0.19,0.19,0.2,0.19,0.18,0.19,0.2,0.17,0
4379,0.47,0.5,0.5,0.49,0.45,0.32,0.8,0.22,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.21,0.18,0
4380,0.48,0.5,0.5,0.49,0.45,0.32,0.8,0.19,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.21,0.18,0
4381,0.47,0.5,0.5,0.49,0.44,0.32,0.79,0.21,0.19,0.2,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.18,0
4382,0.47,0.5,0.5,0.49,0.45,0.32,0.79,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0
4383,0.47,0.5,0.5,0.49,0.45,0.32,0.78,0.28,0.18,0.2,0.2,0.21,0.21,0.22,0.21,0.2,0.22,0.22,0.2,0
4384,0.47,0.5,0.5,0.49,0.45,0.32,0.78,0.28,0.22,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.22,0.2,0
4385,0.48,0.5,0.5,0.49,0.46,0.32,0.78,0.22,0.2,0.22,0.21,0.22,0.22,0.22,0.22,0.21,0.22,0.23,0.2,0
4386,0.49,0.5,0.5,0.49,0.46,0.32,0.77,0.25,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.21,0
4387,0.47,0.5,0.5,0.49,0.47,0.32,0.77,0.2,0.22,0.24,0.22,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0
4388,0.48,0.5,0.5,0.49,0.48,0.32,0.76,0.25,0.23,0.25,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.24,0.23,0
4389,0.48,0.5,0.5,0.49,0.47,0.32,0.76,0.32,0.22,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.23,0
4390,0.47,0.5,0.5,0.49,0.47,0.32,0.75,0.2,0.23,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0
4391,0.49,0.5,0.5,0.49,0.49,0.32,0.74,0.23,0.27,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.26,0.25,0
4392,0.48,0.5,0.5,0.49,0.48,0.32,0.74,0.26,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.26,0
4393,0.48,0.5,0.5,0.49,0.49,0.32,0.73,0.25,0.25,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.27,0.27,0
4394,0.48,0.5,0.5,0.49,0.5,0.32,0.72,0.26,0.29,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0
4395,0.48,0.5,0.5,0.49,0.48,0.32,0.72,0.28,0.28,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.28,0
4396,0.49,0.5,0.5,0.49,0.49,0.32,0.71,0.37,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0
4397,0.48,0.5,0.5,0.49,0.49,0.32,0.7,0.42,0.28,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.3,0.3,0
4398,0.48,0.5,0.5,0.49,0.51,0.32,0.69,0.36,0.34,0.31,0.31,0.31,0.31,0.3,0.31,0.31,0.32,0.31,0.31,0
4399,0.48,0.5,0.5,0.49,0.5,0.32,0.69,0.38,0.37,0.31,0.32,0.32,0.32,0.31,0.32,0.32,0.32,0.32,0.32,0
4400,0.48,0.5,0.5,0.49,0.5,0.32,0.68,0.36,0.34,0.32,0.33,0.33,0.33,0.32,0.33,0.33,0.33,0.33,0.33,0
4401,0.49,0.5,0.5,0.49,0.5,0.32,0.67,0.33,0.32,0.33,0.34,0.33,0.33,0.33,0.33,0.34,0.33,0.33,0.34,0
4402,0.48,0.5,0.5,0.49,0.51,0.32,0.66,0.32,0.33,0.35,0.34,0.34,0.34,0.33,0.34,0.34,0.34,0.34,0.35,0
4403,0.49,0.5,0.5,0.49,0.52,0.32,0.66,0.26,0.35,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.34,0.34,0.36,0
4404,0.49,0.5,0.5,0.49,0.5,0.32,0.65,0.3,0.32,0.36,0.36,0.35,0.35,0.35,0.35,0.36,0.35,0.35,0.36,0
4405,0.48,0.5,0.5,0.49,0.52,0.32,0.64,0.37,0.35,0.37,0.37,0.36,0.36,0.36,0.36,0.37,0.37,0.36,0.37,0
4406,0.5,0.5,0.5,0.49,0.52,0.32,0.64,0.34,0.38,0.36,0.37,0.37,0.37,0.36,0.37,0.37,0.37,0.36,0.38,0
4407,0.49,0.5,0.5,0.49,0.52,0.32,0.63,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0
4408,0.49,0.5,0.5,0.49,0.52,0.32,0.63,0.42,0.37,0.37,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.39,0
4409,0.48,0.5,0.5,0.49,0.53,0.32,0.62,0.42,0.38,0.38,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.38,0.4,0
4410,0.48,0.5,0.5,0.49,0.53,0.32,0.62,0.31,0.38,0.38,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.38,0.4,0
4411,0.49,0.5,0.5,0.49,0.52,0.32,0.61,0.33,0.41,0.4,0.4,0.4,0.4,0.39,0.4,0.4,0.4,0.39,0.41,0
4412,0.5,0.5,0.5,0.49,0.53,0.32,0.61,0.37,0.39,0.39,0.4,0.4,0.4,0.39,0.4,0.4,0.39,0.39,0.41,0
4413,0.49,0.5,0.5,0.49,0.53,0.32,0.6,0.35,0.43,0.41,0.41,0.41,0.41,0.4,0.41,0.41,0.41,0.4,0.42,0
4414,0.47,0.5,0.5,0.49,0.53,0.32,0.6,0.37,0.41,0.41,0.41,0.41,0.41,0.4,0.41,0.41,0.41,0.4,0.42,0
4415,0.47,0.5,0.5,0.49,0.52,0.32,0.59,0.44,0.4,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.41,0.43,0
4416,0.51,0.5,0.5,0.49,0.53,0.32,0.59,0.31,0.42,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.43,0.41,0.44,0
4417,0.51,0.5,0.5,0.49,0.52,0.32,0.6,0.28,0.43,0.41,0.42,0.41,0.41,0.41,0.41,0.42,0.42,0.41,0.44,0
4418,0.5,0.5,0.5,0.49,0.52,0.32,0.59,0.39,0.43,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.41,0.43,0
4419,0.49,0.5,0.5,0.49,0.54,0.32,0.59,0.26,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.43,0.41,0.44,0
4420,0.5,0.5,0.5,0.56,0.52,0.32,0.59,0.35,0.48,0.41,0.43,0.42,0.42,0.41,0.42,0.43,0.42,0.42,0.44,0
4421,0.49,0.5,0.5,0.49,0.53,0.32,0.58,0.34,0.42,0.41,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.42,0.44,0
4422,0.51,0.5,0.5,0.49,0.53,0.32,0.58,0.38,0.46,0.42,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.43,0.45,0
4423,0.5,0.5,0.5,0.49,0.54,0.32,0.57,0.37,0.42,0.42,0.44,0.44,0.44,0.43,0.44,0.44,0.45,0.43,0.46,0
4424,0.49,0.5,0.5,0.49,0.52,0.32,0.57,0.42,0.45,0.43,0.45,0.44,0.44,0.43,0.44,0.45,0.45,0.43,0.46,0
4425,0.5,0.5,0.5,0.49,0.52,0.32,0.56,0.5,0.46,0.45,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.44,0.46,0
4426,0.49,0.5,0.5,0.49,0.52,0.32,0.56,0.44,0.48,0.45,0.46,0.45,0.45,0.44,0.45,0.46,0.45,0.44,0.47,0
4427,0.49,0.5,0.5,0.49,0.53,0.32,0.56,0.44,0.47,0.44,0.46,0.46,0.46,0.45,0.46,0.46,0.45,0.45,0.47,0
4428,0.55,0.5,0.5,0.49,0.53,0.32,0.55,0.41,0.47,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.45,0.47,0
4429,0.48,0.5,0.5,0.49,0.52,0.32,0.55,0.4,0.45,0.46,0.47,0.46,0.46,0.45,0.46,0.47,0.47,0.45,0.48,0
4430,0.49,0.5,0.5,0.56,0.53,0.32,0.55,0.4,0.46,0.47,0.47,0.47,0.47,0.46,0.47,0.47,0.46,0.45,0.48,0
4431,0.49,0.5,0.5,0.49,0.52,0.57,0.54,0.42,0.49,0.46,0.47,0.47,0.47,0.46,0.47,0.47,0.46,0.46,0.49,0
4432,0.49,0.5,0.5,0.49,0.52,0.32,0.54,0.48,0.47,0.47,0.48,0.48,0.48,0.47,0.48,0.48,0.47,0.46,0.49,0
4433,0.47,0.5,0.5,0.49,0.52,0.32,0.54,0.47,0.47,0.47,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.47,0.5,0
4434,0.5,0.5,0.5,0.49,0.53,0.32,0.53,0.39,0.46,0.47,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.47,0.5,0
4435,0.49,0.5,0.5,0.49,0.51,0.32,0.52,0.45,0.47,0.48,0.49,0.49,0.49,0.48,0.49,0.49,0.48,0.48,0.51,0
4436,0.49,0.5,0.5,0.49,0.53,0.32,0.53,0.39,0.47,0.48,0.49,0.49,0.49,0.48,0.49,0.49,0.48,0.48,0.51,0
4437,0.47,0.5,0.5,0.49,0.53,0.32,0.52,0.49,0.48,0.48,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.49,0.52,0
4438,0.49,0.5,0.5,0.49,0.53,0.32,0.52,0.4,0.51,0.49,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.49,0.52,0
4439,0.5,0.5,0.5,0.49,0.51,0.32,0.51,0.44,0.52,0.49,0.51,0.5,0.5,0.5,0.5,0.51,0.5,0.49,0.52,0
4440,0.48,0.5,0.5,0.49,0.52,0.32,0.51,0.53,0.55,0.5,0.51,0.51,0.51,0.5,0.51,0.51,0.51,0.5,0.53,0
4441,0.5,0.5,0.5,0.56,0.51,0.57,0.5,0.5,0.54,0.51,0.52,0.51,0.52,0.51,0.52,0.52,0.51,0.5,0.54,0
4442,0.49,0.5,0.5,0.49,0.53,0.57,0.5,0.42,0.51,0.52,0.52,0.52,0.52,0.51,0.52,0.52,0.51,0.5,0.54,0
4443,0.48,0.5,0.5,0.49,0.52,0.57,0.49,0.59,0.52,0.52,0.53,0.52,0.53,0.52,0.53,0.53,0.53,0.51,0.55,0
4444,0.47,0.5,0.5,0.49,0.52,0.57,0.48,0.56,0.48,0.52,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.52,0.55,0
4445,0.48,0.5,0.5,0.49,0.52,0.57,0.48,0.6,0.53,0.52,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.52,0.55,0
4446,0.52,0.5,0.5,0.49,0.52,0.57,0.48,0.61,0.55,0.53,0.54,0.54,0.54,0.53,0.54,0.54,0.53,0.53,0.55,0
4447,0.51,0.5,0.5,0.49,0.53,0.57,0.47,0.48,0.56,0.53,0.55,0.55,0.55,0.54,0.55,0.55,0.54,0.53,0.56,0
4448,0.53,0.5,0.5,0.49,0.53,0.57,0.47,0.47,0.51,0.53,0.55,0.54,0.55,0.54,0.55,0.55,0.54,0.53,0.56,0
4449,0.5,0.5,0.5,0.49,0.53,0.57,0.46,0.42,0.55,0.54,0.55,0.55,0.55,0.54,0.55,0.55,0.55,0.54,0.57,0
4450,0.5,0.5,0.5,0.49,0.53,0.57,0.46,0.45,0.55,0.54,0.56,0.55,0.55,0.55,0.55,0.56,0.55,0.54,0.57,0
