Data,ClassEntropy,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilityMin,ClassProbabilitySTD,DatasetRatio,InverseDatasetRatio,KurtosisMax,KurtosisMean,KurtosisMin,KurtosisSTD,Landmark1NN,LandmarkDecisionNodeLearner,LandmarkDecisionTree,LandmarkLDA,LandmarkNaiveBayes,LandmarkRandomNodeLearner,LogDatasetRatio,LogInverseDatasetRatio,LogNumberOfFeatures,LogNumberOfInstances,NumberOfCategoricalFeatures,NumberOfClasses,NumberOfFeatures,NumberOfFeaturesWithMissingValues,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC,PercentageOfFeaturesWithMissingValues,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,RatioNominalToNumerical,RatioNumericalToNominal,SkewnessMax,SkewnessMean,SkewnessMin,SkewnessSTD,SymbolsMax,SymbolsMean,SymbolsMin,SymbolsSTD,SymbolsSum
41,2.176533992,0.355140187,0.166666667,0.042056075,0.12687774,0.042056075,23.77777778,53.3923358,9.650634316,-0.428701912,15.82820373,0.701373988,0.450978731,0.679663718,0.621608633,0.510463643,0.316135266,-3.168751438,3.168751438,2.197224577,5.365976015,0,6,9,0,214,0,0,9,0.666666667,2.53993988,0.432219446,0,0,0,0,0,6.505636692,1.640987863,-1.144464731,2.165862649,0,0,0,0,0
4134,0.994841932,0.542255399,0.5,0.457744601,0.042255399,0.47347374,2.11204955,3746.000691,162.2328132,-1.999999642,358.8111198,0.748354299,0.736879069,0.732916688,0.725950635,0.600112504,0.552105169,-0.747658827,0.747658827,7.482118924,8.22977775,0,2,1776,0,3751,0,0,1776,0.290540541,23.91802025,-3.708895206,0,0,0,0,0,61.22092056,8.203461642,-31.44795418,8.503660508,0,0,0,0,0
4135,0.319011748,0.942109921,0.5,0.057890079,0.442109921,0.00027465,3641,0,0,0,0,0.935670559,,,,,,-8.200013648,8.200013648,2.197224577,10.39723823,9,2,9,0,32769,0,0,0,0.999936004,-1.092455627,0.269340252,0,0,0,0,0,0,0,0,0,7518,1736.222222,67,2436.810975,15626
4153,2.584962501,0.166666667,0.166666667,0.166666667,0,0.366666667,2.727272727,42.50103861,0.904590884,-1.587335825,6.064915921,0.922222222,0.333333333,0.95,0.961111111,0.883333333,0.333333333,-1.003302109,1.003302109,4.189654742,5.192956851,0,6,66,0,180,0,0,66,0.181818182,-1.468069553,0.297367632,0,0,0,0,0,4.81670332,0.482157697,-1.810516834,0.860982252,0,0,0,0,0
43,0.833764907,0.735294118,0.5,0.264705882,0.235294118,0.009803922,102,14.81908174,7.109865685,-0.599350366,7.709216052,0.650450269,0.742170699,0.647331989,0.738541667,0.608696237,0.73531586,-4.624972813,4.624972813,1.098612289,5.723585102,1,2,3,0,306,0,0,2,0.785714286,-0.590096789,0.14860421,0,0,0,0.5,2,3.074309237,1.610047576,0.145785914,1.464261661,12,12,12,0,12
4340,0.935851901,0.671018277,0.333333333,0.002610966,0.272920552,0.01305483,76.6,3.567917653,0.732355759,-1.187921479,1.657626797,0.94517015,0.765320422,0.927225079,0.869429369,0.853689682,0.671211475,-4.338597077,4.338597077,1.609437912,5.948034989,0,3,5,0,383,0,0,5,0.8,-1.077316523,-0.480348676,0,0,0,0,0,0.947466493,0.014548343,-0.950507939,0.638150576,0,0,0,0,0
44,0.967360237,0.605955227,0.5,0.394044773,0.105955227,0.012388611,80.71929825,1479.03186,240.9067186,5.250377655,294.3015476,0.914589593,0.783089756,0.913941669,0.887628282,0.816562922,0.699627836,-4.390977682,4.390977682,4.043051268,8.43402895,0,2,57,0,4601,0,0,57,0.842105263,88.407341,-8.149646759,0,0,0,0,0,31.05194664,11.18299216,1.591155291,6.895040765,0,0,0,0,0
444,0.995856066,0.537878788,0.5,0.462121212,0.037878788,0.022727273,44,0,0,0,0,0.532307692,0.499487179,0.773333333,0.80974359,0.701025641,0.499487179,-3.784189634,3.784189634,1.098612289,4.882801923,3,2,3,0,132,0,0,0,0.8,-0.958333333,1.020620726,0,0,0,0,0,0,0,0,0,12,8.333333333,2,4.496912521,25
446,1,0.5,0.5,0.5,0,0.035,28.57142857,-0.303503777,-0.642307952,-1.200960384,0.271103765,0.965,0.655,0.9,1,0.625,0.41,-3.352407217,3.352407217,1.945910149,5.298317367,1,2,7,0,200,0,0,6,0.25,-0.680235301,-0.081960128,0,0,0,0.166666667,6,0.025759335,-0.018929949,-0.099086782,0.048002665,2,2,2,0,2
448,0.934068055,0.65,0.5,0.35,0.15,0.025,40,0,0,0,0,0.637354312,0.717132867,0.816841492,0.859382284,0.63455711,0.65034965,-3.688879454,3.688879454,1.098612289,4.787491743,3,2,3,0,120,0,0,0,0.791666667,-1.238095238,0.872871561,0,0,0,0,0,0,0,0,0,12,8,2,4.320493799,24
450,0.373231552,0.928030303,0.5,0.071969697,0.428030303,0.015151515,66,0.975826282,0.332882695,-0.670664545,0.718915506,0.962108262,0.958262108,0.981339031,0.965954416,0.947435897,0.958262108,-4.189654742,4.189654742,1.386294361,5.575949103,1,2,4,0,264,0,0,3,0.8,-0.190731304,0.32551577,0,0,0,0.333333333,3,0.93909495,-0.070813639,-0.968995387,0.782970561,2,2,2,0,2
4534,0.990623923,0.55694256,0.5,0.44305744,0.05694256,0.002713704,368.5,0,0,0,0,0.969605923,0.888920782,0.963455184,0.930620615,0.70836669,0.563726058,-5.909440712,5.909440712,3.401197382,9.310638093,30,2,30,0,11055,0,0,0,0.411764706,0.955621964,1.254477992,0,0,0,0,0,0,0,0,0,3,2.266666667,2,0.442216639,68
4538,2.193423736,0.298794693,0.2,0.101083764,0.082227255,0.003241163,308.53125,193.7991169,47.79748509,7.597273492,51.24541572,0.640833286,0.447984649,0.513518382,0.456499095,0.419223151,0.354100755,-5.731823135,5.731823135,3.465735903,9.197559038,0,5,32,0,9873,0,0,32,0.625,14.78930855,-2.49014616,0,0,0,0,0,7.17044735,0.953358677,-1.883569837,2.269373084,0,0,0,0,0
457,1.785227892,0.444444444,0.25,0.074074074,0.131924137,0.074074074,13.5,8.024486542,5.180803219,2.337119895,2.843683323,0.81,0.583333333,0.763333333,0.703333333,0.67,0.583333333,-2.602689685,2.602689685,0.693147181,3.295836866,0,4,2,0,27,0,0,2,1,0.522608757,1.103591561,0,0,0,0,0,2.702408075,2.236151576,1.769895077,0.466256499,0,0,0,0,0
458,1.787416049,0.376932224,0.25,0.065398335,0.125047621,0.083234245,12.01428571,21.09857557,2.338001055,-0.792696953,3.612692809,0.991635255,0.558875307,0.934755701,0.997647059,0.984460987,0.492184368,-2.486096418,2.486096418,4.248495242,6.73459166,0,4,70,0,841,0,0,70,0.814285714,-1.034485102,-0.266670346,0,0,0,0,0,4.079893589,1.112712952,-0.04063626,0.676603001,0,0,0,0,0
459,0.991501787,0.554216867,0.5,0.445783133,0.054216867,0.036144578,27.66666667,-1.238292712,-1.238292712,-1.238292712,0,0.757738095,0.735515873,0.768849206,0.746626984,0.751190476,0.759126984,-3.320228319,3.320228319,1.098612289,4.418840608,2,2,3,0,83,0,0,1,0.5,-1.035101708,0.062410829,0,0,0,2,0.5,0.024626876,0.024626876,0.024626876,0,3,2.5,2,0.5,5
46,1.48017007,0.518808777,0.333333333,0.240438871,0.131151007,0.018808777,53.16666667,0,0,0,0,0.755493439,0.623859686,0.924426707,0.948561078,0.746380409,0.518811015,-3.973431634,3.973431634,4.094344562,8.067776196,60,3,60,0,3190,0,0,0,0.56445993,-0.602539102,0.09924013,0,0,0,0,0,0,0,0,0,6,4.783333333,4,0.486198405,287
461,0.841464636,0.73,0.5,0.27,0.23,0.06,16.66666667,16.50989168,6.895211891,-0.118112869,7.033155756,0.721515152,0.765555556,0.98,0.760606061,0.788787879,0.740606061,-2.813410717,2.813410717,1.791759469,4.605170186,3,2,6,0,100,0,0,3,0.461538462,0.508822915,-0.86694215,0,0,0,1,1,3.486507484,1.992207222,0.636761988,1.167539546,6,3.333333333,2,1.885618083,10
462,1.149229762,0.695652174,0.333333333,0.086956522,0.261673479,0.173913043,5.75,-0.016832067,-0.016832067,-0.016832067,0,0.775,0.858333333,0.583333333,0.833333333,0.316666667,0.858333333,-1.749199855,1.749199855,1.386294361,3.135494216,3,3,4,0,23,0,0,1,0.571428571,-0.194718537,-0.671712781,0,0,0,3,0.333333333,-0.610276137,-0.610276137,-0.610276137,0,3,2,1,0.816496581,6
463,0.581321499,0.861111111,0.5,0.138888889,0.361111111,0.172222222,5.806451613,4.456501324,0.891459919,-0.673048855,1.844025621,0.781733746,0.862229102,0.811764706,0.810526316,0.316718266,0.862229102,-1.758969646,1.758969646,3.433987204,5.192956851,26,2,31,0,180,0,0,5,0.394736842,-0.168621465,0.292592938,0,0,0,5.2,0.192307692,0.776369272,0.501463307,0.169830869,0.243619529,10,2.730769231,2,1.952467715,71
464,1,0.5,0.5,0.5,0,0.008,125,-0.580509663,-0.885340989,-1.190172315,0.304831326,0.860576923,0.832692308,0.808653846,0.851923077,0.843589744,0.676282051,-4.828313737,4.828313737,0.693147181,5.521460918,0,2,2,0,250,0,0,2,1,-0.253154993,0.468528032,0,0,0,0,0,-0.087595552,-0.147757463,-0.207919374,0.060161911,0,0,0,0,0
465,0.807167555,0.75257732,0.5,0.24742268,0.25257732,0.103092784,9.7,0.254312782,-0.891410698,-1.773983362,0.797639254,0.69040404,0.761919192,0.76989899,0.710606061,0.509494949,0.754848485,-2.272125886,2.272125886,2.302585093,4.574710979,3,2,10,0,97,0,0,7,0.315068493,-1.763464248,0.057247754,0,0,0,0.428571429,2.333333333,0.768750295,0.01738112,-0.668483886,0.397866802,62,22,2,28.28427125,66
467,0.998932655,0.519230769,0.5,0.480769231,0.019230769,0.153846154,6.5,14.9302745,8.013695959,2.136473314,4.866915633,0.826666667,0.658333333,0.798333333,0.826666667,0.768333333,0.831666667,-1.871802177,1.871802177,2.079441542,3.951243719,0,2,8,0,52,0,0,8,0.625,4.430579662,1.950771213,0,0,0,0,0,1.471257091,-1.841171235,-3.477842093,1.812080487,0,0,0,0,0
468,2.584962501,0.166666667,0.166666667,0.166666667,0,0.041666667,24,-0.149173975,-1.10665683,-1.938267231,0.735797334,0.825,0.333333333,0.766666667,0.816666667,0.85,0.333333333,-3.17805383,3.17805383,1.098612289,4.276666119,0,6,3,0,72,0,0,3,0.666666667,-1.915028572,0.050166678,0,0,0,0,0,0.843818545,0.357612138,0.037632942,0.349482876,0,0,0,0,0
469,2.580259208,0.194479297,0.166666667,0.154328733,0.013656831,0.005018821,199.25,0,0,0,0,0.193115042,0.170442643,0.184178038,0.214225139,0.195289926,0.181492155,-5.294560318,5.294560318,1.386294361,6.680854679,4,6,4,0,797,0,0,0,0.714285714,-1.667197817,0.038299711,0,0,0,0,0,0,0,0,0,9,5.25,2,2.861380786,21
472,0.972279462,0.597701149,0.5,0.402298851,0.097701149,0.034482759,29,8.536853278,2.387488036,-0.961389542,4.354017497,0.739444444,0.745,0.653611111,0.757222222,0.686111111,0.561666667,-3.36729583,3.36729583,1.098612289,4.465908119,0,2,3,0,87,0,0,3,1,3.122466564,1.813898802,0,0,0,0,0,2.99106741,1.211430664,-0.132661596,1.311918436,0,0,0,0,0
475,2,0.25,0.25,0.25,0,0.0125,80,12.16196453,12.16196453,12.16196453,0,0.0525,0.3625,0.3,0.16,0.2,0.185,-4.382026635,4.382026635,1.609437912,5.991464547,4,4,5,0,400,0,0,1,0.666666667,11.06119024,-3.017653914,0,0,0,4,0.25,3.171899962,3.171899962,3.171899962,0,5,3.5,2,1.5,14
476,1,0.5,0.5,0.5,0,0.1,10,23.24558067,7.510725502,1.258385597,8.017130896,0.875,0.841666667,0.825,0.866666667,0.85,0.475,-2.302585093,2.302585093,1.609437912,3.912023005,0,2,5,0,50,0,0,5,1,2.925853729,1.434167862,0,0,0,0,0,4.51296854,0.067826486,-2.235260248,2.516373252,0,0,0,0,0
477,1.487099397,0.611940299,0.2,0.014925373,0.220491765,0.223880597,4.466666667,56.61039817,17.73168704,2.013016536,15.02330303,0.81,0.747619048,0.718095238,0.68047619,0.599047619,0.625238095,-1.496642418,1.496642418,2.708050201,4.204692619,1,5,15,0,67,0,0,14,0.375,5.270490708,-2.404606611,0,0,0,0.071428571,14,7.500130269,3.556698649,1.673759103,1.487907924,2,2,2,0,2
478,3.648562076,0.16,0.066666667,0.012,0.04104415,0.042,23.80952381,30.51748497,4.201445169,-0.576172942,7.819424969,0.573898863,0.311839154,1,0.447441126,1,0.219400667,-3.170085661,3.170085661,3.044522438,6.214608098,2,15,21,0,500,0,0,19,0.485714286,-0.621062497,-0.509726163,0,0,0,0.105263158,9.5,4.321749128,1.233677258,-0.068054657,1.09525807,15,8,1,7,16
479,0.734781352,0.793478261,0.5,0.206521739,0.293478261,0.097826087,10.22222222,25.35053843,3.427345742,-1.820316597,9.823260364,0.759444444,0.838888889,0.803055556,0.881111111,0.664722222,0.794166667,-2.324564,2.324564,2.197224577,4.521788577,3,2,9,0,92,0,0,6,0.578947368,-1.708360451,-0.224228139,0,0,0,0.5,2,0.6672097,-0.823794101,-4.431650397,1.662530519,9,4.333333333,2,3.299831646,13
48,1.584520917,0.344370861,0.333333333,0.324503311,0.008259729,0.033112583,30.2,-0.375548346,-0.6852522,-1.155816622,0.338242257,0.609761905,0.370654762,0.642678571,0.53577381,0.49625,0.337261905,-3.407841924,3.407841924,1.609437912,5.017279837,2,3,5,0,151,0,0,3,0.714285714,-1.055297012,0.137322991,0,0,0,0.666666667,1.5,0.86149873,0.448870305,-0.008229998,0.356455071,2,2,2,0,4
480,1.430719872,0.639344262,0.25,0.049180328,0.23252554,0.295081967,3.388888889,1.709675239,-0.016952998,-1.164647433,0.966597412,0.954166667,0.875,0.975,0.876666667,0.85,0.665,-1.220502106,1.220502106,2.890371758,4.110873864,8,4,18,0,61,0,0,10,0.3,0.140638144,-1.141053996,0,0,0,0.8,1.25,1.52984234,0.622729608,-0.292344687,0.592589671,10,7.5,4,2,60
50,0.930953986,0.653444676,0.5,0.346555324,0.153444676,0.009394572,106.4444444,0,0,0,0,0.782732637,0.699361435,0.941543792,0.983364872,0.678494981,0.699361435,-4.667623201,4.667623201,2.197224577,6.864847778,9,2,9,0,958,0,0,0,0.592592593,-0.847633118,-4.82E-15,0,0,0,0,0,0,0,0,0,3,3,3,0,27
53,0.99107606,0.555555556,0.5,0.444444444,0.055555556,0.048148148,20.76923077,4.783270784,0.090883694,-1.990553617,1.813608702,0.77037037,0.740740741,0.714814815,0.833333333,0.844444444,0.52962963,-3.033472602,3.033472602,2.564949357,5.598421959,0,2,13,0,270,0,0,13,0.923076923,-0.779122353,0.297334015,0,0,0,0,0,1.980887175,0.424587413,-0.873877525,0.834465025,0,0,0,0,0
54,1.999066766,0.257683215,0.25,0.235224586,0.008943703,0.021276596,47,58.02393723,5.115651428,-0.979781866,14.73492739,0.713854495,0.395977794,0.692742813,0.776469292,0.4560701,0.310975701,-3.850147602,3.850147602,2.890371758,6.74051936,0,4,18,0,846,0,0,18,0.388888889,-0.978675127,-0.368951887,0,0,0,0,0,6.766369343,1.03973006,-0.225939855,1.648921893,0,0,0,0,0
59,0.941828535,0.641025641,0.5,0.358974359,0.141025641,0.096866097,10.32352941,4.358247527,0.240753629,-3,1.188139821,0.871423903,0.826489262,0.875014006,0.860798319,0.883347339,0.619397759,-2.334425699,2.334425699,3.526360525,5.860786223,0,2,34,0,351,0,0,34,0.676470588,-1.244163871,0.252160043,0,0,0,0,0,0.112163894,-0.564856031,-2.521556616,0.63436611,0,0,0,0,0
6,4.699810727,0.04065,0.038461538,0.0367,0.001136231,0.0008,1250,2.074427384,0.697263458,-0.421373982,0.670751004,0.955100966,0.070899672,0.880815391,0.702220704,0.642699735,0.059552364,-7.13089883,7.13089883,2.772588722,9.903487553,0,26,16,0,20000,0,0,16,0.75,-0.388207912,0.033800039,0,0,0,0,0,1.159888148,0.290275264,-0.310055852,0.455196401,0,0,0,0,0
60,1.584879205,0.3384,0.333333333,0.3306,0.003586394,0.008,125,0.149257624,-0.197420915,-0.679572582,0.259657243,0.714174474,0.567604767,0.743571803,0.859377646,0.800604889,0.515192496,-4.828313737,4.828313737,3.688879454,8.517193191,0,3,40,0,5000,0,0,40,0.85,-1.07532537,0.028365865,0,0,0,0,0,0.271955431,0.03545762,-0.271949261,0.118019181,0,0,0,0,0
61,1.584962501,0.333333333,0.333333333,0.333333333,0,0.026666667,37.5,0.241442919,-0.76568265,-1.395359804,0.665602139,0.946666667,0.666666667,0.926666667,0.98,0.953333333,0.62,-3.624340933,3.624340933,1.386294361,5.010635294,0,3,4,0,150,0,0,4,0.5,-1.367664337,-0.26016587,0,0,0,0,0,0.330702811,0.066700071,-0.271711767,0.261433681,0,0,0,0,0
62,2.390559682,0.405940594,0.142857143,0.03960396,0.118204144,0.158415842,6.3125,1.067462789,1.067462789,1.067462789,0,0.981666667,0.618391608,0.947459207,0.908418803,0.95238345,0.516608392,-1.842531795,1.842531795,2.772588722,4.615120517,15,7,16,0,101,0,0,1,0.322580645,-1.663408004,-0.291221511,0,0,0,15,0.066666667,0.715141739,0.715141739,0.715141739,0,2,2,2,0,30
679,1.849380407,0.39453125,0.25,0.091796875,0.108743205,0.001953125,512,-0.128813951,-0.575116982,-1.021420012,0.44630303,0.462966571,0.46107422,0.479876029,0.455219868,0.455200066,0.468766528,-6.238324625,6.238324625,0.693147181,6.931471806,0,4,2,0,1024,0,0,2,1,-0.911332846,-0.19860667,0,0,0,0,0,0.724878132,0.425278313,0.125678495,0.299599819,0,0,0,0,0
682,0.978449329,0.586206897,0.5,0.413793103,0.086206897,0.114942529,8.7,0.926193281,0.214275437,-0.507933913,0.514702279,0.736388889,0.741666667,0.668333333,0.740277778,0.668055556,0.597777778,-2.163323026,2.163323026,2.302585093,4.465908119,1,2,10,0,87,0,0,9,0.727272727,0.447617022,-0.52146752,0,0,0,0.111111111,9,0.567863858,-0.276888557,-0.76938982,0.418450922,2,2,2,0,2
683,1,0.5,0.5,0.5,0,0.116666667,8.571428571,1.567502022,0.381999447,-0.337141275,0.615641323,0.533333333,0.65,0.533333333,0.733333333,0.716666667,0.55,-2.148434413,2.148434413,1.945910149,4.094344562,0,2,7,0,60,0,0,7,0.857142857,0.870726824,-0.943636656,0,0,0,0,0,-0.386125922,-0.667308629,-0.964309156,0.213121517,0,0,0,0,0
685,2.321928095,0.2,0.2,0.2,0,0.015384615,65,36.20973542,36.20973542,36.20973542,0,0.046666667,0.36,0.323333333,0.053333333,0,0.166666667,-4.17438727,4.17438727,0.693147181,4.86753445,1,5,2,0,130,0,0,1,0.888888889,36.1820714,-5.427835461,0,0,0,1,1,5.435350553,5.435350553,5.435350553,0,26,26,26,0,26
694,3.120903064,0.132258065,0.111111111,0.058064516,0.027164581,0.025806452,38.75,0.579493284,-0.783665845,-1.412978411,0.677559618,1,0.261907919,0.996875,0.795180625,0.876292413,0.058368597,-3.657130756,3.657130756,2.079441542,5.736572297,0,9,8,0,310,0,0,8,0.375,-0.923636436,-0.041305136,0,0,0,0,0,0.788872898,0.115121802,-0.329751074,0.357536277,0,0,0,0,0
713,0.995727452,0.538461538,0.5,0.461538462,0.038461538,0.038461538,26,0.411226988,-0.189032304,-0.789291595,0.600259291,0.758333333,0.811666667,0.798333333,0.8,0.8,0.811666667,-3.258096538,3.258096538,0.693147181,3.951243719,0,2,2,0,52,0,0,2,1,-0.601429701,-0.303465515,0,0,0,0,0,0.261831075,-0.189867929,-0.641566932,0.451699004,0,0,0,0,0
714,0.966078098,0.608,0.5,0.392,0.108,0.032,31.25,-0.432778043,-0.437284185,-0.441790327,0.004506142,0.451748252,0.583508159,0.549300699,0.639918415,0.49481352,0.607867133,-3.442019376,3.442019376,1.386294361,4.828313737,2,2,4,0,125,0,0,2,0.5,-0.425491609,-0.41052818,0,0,0,1,1,-0.011478823,-0.320926828,-0.630374833,0.309448005,3,3,3,0,6
715,0.990604956,0.557,0.5,0.443,0.057,0.025,40,1.94066216,-0.990648403,-1.283105493,0.656406452,0.612186119,0.711083608,0.8420019,0.660859786,0.672950095,0.632987899,-3.688879454,3.688879454,3.218875825,6.907755279,0,2,25,0,1000,0,0,25,0.84,-0.108743429,0.639758587,0,0,0,0,0,1.374389052,0.064427122,-0.099497311,0.305354112,0,0,0,0,0
716,0.958042022,0.62,0.5,0.38,0.12,0.5,2,0.998551607,-1.078332914,-1.377287059,0.373339945,0.60969697,0.78010101,0.736767677,0.529292929,0.603535354,0.571313131,-0.693147181,0.693147181,3.912023005,4.605170186,0,2,50,0,100,0,0,50,0.76,0.294128656,0.807718873,0,0,0,0,0,1.28799367,0.015288126,-0.351781547,0.2597577,0,0,0,0,0
717,0.988520268,0.562992126,0.5,0.437007874,0.062992126,0.019685039,50.8,12.58727922,1.69475972,-0.449000466,3.689318732,0.848366516,0.883859729,0.862253394,0.867903469,0.840788839,0.813257919,-3.927896355,3.927896355,2.302585093,6.230481448,0,2,10,0,508,0,0,10,0.6,0.266231775,0.731737912,0,0,0,0,0,2.740681887,0.814159956,-0.567879617,0.799558186,0,0,0,0,0
718,0.988148956,0.564,0.5,0.436,0.064,0.1,10,1.52771759,-1.143788889,-1.277960115,0.322012267,0.538132513,0.706956196,0.826915692,0.667173617,0.6510027,0.555894289,-2.302585093,2.302585093,4.605170186,6.907755279,0,2,100,0,1000,0,0,100,0.88,-0.26250124,-0.61998868,0,0,0,0,0,1.347966313,0.031472796,-0.110642239,0.172100401,0,0,0,0,0
719,0.897588751,0.686131387,0.5,0.313868613,0.186131387,0.051094891,19.57142857,23.388172,7.377819561,-0.797594176,11.32188205,0.67040293,0.673479853,0.676043956,0.7303663,0.707838828,0.686813187,-2.974070777,2.974070777,1.945910149,4.919980926,4,2,7,0,137,0,0,3,0.615384615,8.437248094,-2.025441287,0,0,0,1.333333333,0.75,4.105526626,1.042576683,-0.636204887,2.169169734,4,2.5,2,0.866025404,10
720,0.999990698,0.501795547,0.5,0.498204453,0.001795547,0.00191525,522.125,76.70122497,11.12824687,-0.046857232,26.77114314,0.71773346,0.749556272,0.730411197,0.773984615,0.734241806,0.729689467,-6.257907023,6.257907023,2.079441542,8.337348564,1,2,8,0,4177,0,0,7,0.4,-0.438298552,0.0431529,0,0,0,0.142857143,7,3.165983879,0.625616004,-0.639643443,1.170924024,3,3,3,0,3
721,0.99935069,0.515,0.5,0.485,0.015,0.05,20,-1.333618164,-1.544129845,-1.980303643,0.161648433,0.850250627,0.831754386,0.841516291,0.855037594,0.831491228,0.457907268,-2.995732274,2.995732274,2.302585093,5.298317367,0,2,10,0,200,0,0,10,1,-0.646751881,-0.020407466,0,0,0,0,0,0.219954967,0.020412618,-0.19464393,0.13146333,0,0,0,0,0
722,0.921004949,0.663933333,0.5,0.336066667,0.163933333,0.0032,312.5,147.2124481,17.51584455,-3,33.30259715,0.963332886,0.663933348,0.979533821,0.873264922,0.654199348,0.663933348,-5.744604469,5.744604469,3.871201011,9.61580548,0,2,48,0,15000,0,0,48,0.395833333,0.522647142,-0.853578091,0,0,0,0,0,11.61730957,2.588932392,0,3.222131646,0,0,0,0,0
723,0.993616753,0.547,0.5,0.453,0.047,0.025,40,1.495689928,-0.971994355,-1.264498472,0.596768706,0.619067707,0.680910691,0.846910991,0.638957596,0.630007501,0.6479986,-3.688879454,3.688879454,3.218875825,6.907755279,0,2,25,0,1000,0,0,25,0.84,-0.298191786,0.61721462,0,0,0,0,0,1.35425818,0.101307024,-0.093374655,0.31513976,0,0,0,0,0
724,0.99107606,0.555555556,0.5,0.444444444,0.055555556,0.006410256,156,-1.200887902,-1.207586808,-1.214285714,0.006698906,0.8546716,0.617715079,0.852590194,0.730758557,0.660222017,0.55559667,-5.049856007,5.049856007,1.098612289,6.148468296,1,2,3,0,468,0,0,2,0.727272727,-1.210916723,2.15E-17,0,0,0,0.5,2,1.52E-17,1.14E-17,7.59E-18,3.80E-18,9,9,9,0,9
725,0.973066266,0.596313477,0.5,0.403686523,0.096313477,0.000976563,1024,6.864613533,0.695800519,-1.378674655,3.212985143,0.868163764,0.794310098,0.913081606,0.90515612,0.904050659,0.596313556,-6.931471806,6.931471806,2.079441542,9.010913347,0,2,8,0,8192,0,0,8,1,0.468703985,-0.242330581,0,0,0,0,0,2.11793232,0.469322376,-0.375639588,0.923748378,0,0,0,0,0
726,0.970950594,0.6,0.5,0.4,0.1,0.05,20,0.842165746,-0.645974252,-1.087734818,0.746826101,0.84,0.75,0.74,0.7,0.82,0.58,-2.995732274,2.995732274,1.609437912,4.605170186,0,2,5,0,100,0,0,5,0.8,-0.431754827,-0.459095061,0,0,0,0,0,1.004963636,0.245512968,0.038816646,0.380253855,0,0,0,0,0
727,0.99999775,0.500883046,0.5,0.499116954,0.000883046,0.00024529,4076.8,-1.492667198,-1.550265813,-1.999737859,0.149877127,0.888858711,0.802516679,0.906470722,0.833545978,0.807054552,0.504243695,-8.313067646,8.313067646,2.302585093,10.61565274,0,2,10,0,40768,0,0,10,1,-0.226030827,-0.016537588,0,0,0,0,0,0.010294496,-0.003820823,-0.01618973,0.00704267,0,0,0,0,0
728,0.794432351,0.760365252,0.5,0.239634748,0.260365252,0.001727542,578.8571429,77.57554231,17.01905942,-1.993753436,28.15613816,0.98642582,0.993092486,0.992350532,0.947679801,0.951630418,0.76036582,-6.361055716,6.361055716,1.945910149,8.306965865,0,2,7,0,4052,0,0,7,1,0.232456684,-0.582297504,0,0,0,0,0,7.9658885,2.746969034,-0.170572251,3.007766783,0,0,0,0,0
729,0.962412735,0.613636364,0.5,0.386363636,0.113636364,0.068181818,14.66666667,-0.310140848,-1.004223763,-1.482530771,0.502357087,0.866666667,0.746666667,0.906666667,0.906666667,0.866666667,0.746666667,-2.685577345,2.685577345,1.098612289,3.784189634,0,2,3,0,44,0,0,3,0.666666667,-0.650390863,0.567274034,0,0,0,0,0,0.893580437,0.285363786,-0.037489083,0.430346356,0,0,0,0,0
730,0.998337377,0.524,0.5,0.476,0.024,0.02,50,-0.651094675,-1.055826025,-1.245433598,0.216632751,0.855794872,0.76024359,0.872128205,0.67175641,0.707602564,0.620358974,-3.912023005,3.912023005,1.609437912,5.521460918,0,2,5,0,250,0,0,5,0.8,-0.733329058,0.046059493,0,0,0,0,0,0.065927915,-0.080030879,-0.204552874,0.090920672,0,0,0,0,0
731,0.999686892,0.510416667,0.5,0.489583333,0.010416667,0.041666667,24,2.964745998,0.197783444,-1.257268367,1.630971148,0.614722222,0.716111111,0.586388889,0.688611111,0.694722222,0.614722222,-3.17805383,3.17805383,1.386294361,4.564348191,0,2,4,0,96,0,0,4,1,0.008905649,-0.58167243,0,0,0,0,0,0.421122432,-0.134558868,-1.166431785,0.627101677,0,0,0,0,0
732,0.99704334,0.532,0.5,0.468,0.032,0.2,5,-0.999480486,-1.180235996,-1.323876304,0.078170125,0.605205128,0.638025641,0.671358974,0.763807692,0.760397436,0.519538462,-1.609437912,1.609437912,3.912023005,5.521460918,0,2,50,0,250,0,0,50,0.88,-0.385306835,-0.000862172,0,0,0,0,0,0.173399463,0.003344725,-0.282580256,0.093199638,0,0,0,0,0
733,0.838496857,0.732057416,0.5,0.267942584,0.232057416,0.028708134,34.83333333,21.90637885,12.86000294,5.733632088,5.80389552,0.938441558,0.90487013,0.923008658,0.918463203,0.932770563,0.888701299,-3.550574783,3.550574783,1.791759469,5.342334252,0,2,6,0,209,0,0,6,0.833333333,4.468851566,-1.868329525,0,0,0,0,0,3.998370647,3.085775455,2.125267982,0.651471528,0,0,0,0,0
